"","OBJECTID","ID","Shape_Length","Shape_Area","Fate","Source","Recruit","Species","Site","Plot_ID","Year","Month","Date","Time","Survey_times","size_class","pa_ratio","Circle_Length","circ","pure_size","size_class_pa","size_class_circ","sa_change","change_rate","rate_ad"
"43",37,37,0.121294024,0.000673087,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"J",180.205566293807,0.0919688028502447,0.75823028882482,"J","J","J",0.002313358,4.43693757270605,3.13195593367486
"44",36,36,0.262259759,0.002448485,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"J",107.111033557486,0.175409720237218,0.668839630243153,"J","J","J",0.004236176,2.73012127907665,1.9271444322894
"45",35,35,0.360129136,0.004440183,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",81.1068228494186,0.23621385474518,0.655914312762465,"M","IA","IA",0.000877811,1.19769703185657,0.845433198957579
"46",34,34,0.670564175,0.011721457,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",57.2082613108592,0.383791835247019,0.572341693093012,"L","IA","IA",0.007240131,1.61768182914462,1.14189305586679
"47",32,32,0.270066439,0.00201151,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"J",134.260550034551,0.158988616430516,0.588701865434363,"J","J","J",0.002122296,2.05507603740474,1.45064190875628
"48",31,31,0.320486774,0.003610759,"S",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",88.7588382387193,0.213012055511262,0.664651626189298,"M","IA","IA",-0.00112901,0.687320588275208,0.485167474076617
"49",29,29,0.542843177,0.015413821,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",35.2179499813836,0.440108835709296,0.810747660386079,"L","CA","CA",0.005542231,1.35956243425949,0.95969113006552
"50",28,28,0.426310947,0.010429705,"S",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",40.8746888814209,0.362026985773761,0.849208748500097,"M","CA","CA",-0.008391669,0.195406869130047,0.137934260562386
"51",27,27,0.243001584,0.002846039,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",85.3823802133421,0.189114729349462,0.778244842014946,"M","IA","IA",0.006773591,3.38000638782533,2.38588686199435
"52",26,26,0.262151814,0.004377332,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",59.8884923510485,0.234536087231995,0.894657502663686,"M","IA","CA",0.003672062,1.83888130943689,1.29803386548486
"53",25,25,0.235507765,0.00309054,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",76.2027881858834,0.197070725980551,0.836790778344618,"M","IA","CA",0.004480828,2.44985277653743,1.72930784226172
"54",22,22,0.220434177,0.002784314,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"J",79.1700135114071,0.187052724200288,0.848564985457258,"J","J","J",0.007901971,3.83803155822224,2.70919874698041
"55",19,19,0.687118695,0.012545929,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"A",54.7682594887951,0.397060188781797,0.577862590075209,"L","IA","IA",0.0099128,1.79012084318347,1.26361471283539
"56",18,18,0.222886215,0.001827599,"G",NA,"N","PA","OL","M1",2020,10,"10/14/2020",14:35:00,1,"J",121.955754517266,0.151546317568037,0.679926829786385,"J","J","J",0.006102057,4.33883800549245,3.06270918034761
"57",168,156,0.829162,0.021842479,"S","86+87","N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",37.960984190485,0.523909043871508,0.631853659322916,"L","CA","IA",-0.020502518,0.0613465623567728,0.0817954164756971
"58",95,154,0.493773405,0.009724802,"G","71","N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",50.7746486766517,0.349578984041177,0.707974509160081,"M","IA","IA",0.001004854,1.10332899322783,1.47110532430378
"59",167,153,0.153810168,0.001582574,"S",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",97.1898742175721,0.141022024551659,0.916857619917946,"J","J","J",-0.000731238,0.537943881297178,0.717258508396237
"60",159,141,0.211010127,0.002499281,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",84.4283323883949,0.177219895371333,0.839864407888504,"J","J","J",7.57380000000001e-05,1.03030391540607,1.37373855387476
"61",50,140,0.715486391,0.012496173,"G","57+58","N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",57.2564409119496,0.39627205450189,0.553849883780514,"L","IA","IA",0.009470312,1.75785698549468,2.34380931399291
"62",11,139,1.281523713,0.031349219,"S","40+41","N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",40.8789677663102,0.627651100871105,0.489769400678351,"L","CA","IA",-0.004962803,0.84169293021303,1.12225724028404
"63",7,138,0.520382897,0.008584744,"S","20+21","N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",60.6171712284024,0.328449501039956,0.631168900694975,"M","IA","IA",-0.002237267,0.739390365047577,0.985853820063437
"64",158,137,0.070719943,0.000353084,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",200.292120288657,0.0666106928503254,0.941894040416936,"J","J","J",0.000777303,3.20146763942858,4.2686235192381
"65",143,136,0.093628986,0.00052936,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",176.872045488892,0.0815606151792467,0.871104330652975,"J","J","J",0.001983472,4.74692458818196,6.32923278424261
"66",156,133,0.245894762,0.003222837,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",76.2976104593562,0.201244538240593,0.818417344898924,"M","IA","CA",0.001046524,1.32472135574961,1.76629514099948
"67",154,132,0.471603408,0.011738303,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",40.1764554893497,0.384067527762559,0.814386667372343,"L","CA","CA",-0.000603035,0.948626730797459,1.26483564106328
"68",164,129,0.162618235,0.002031426,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",80.0512718651824,0.159773752511622,0.982508219398781,"J","J","J",0.00410402,3.02026556714347,4.0270207561913
"69",163,128,0.219997572,0.003569784,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",61.6276984825973,0.211799973458944,0.962737777210307,"M","IA","CA",0.007804045,3.18613927341262,4.2481856978835
"70",162,127,0.190839318,0.00284404,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",67.1014887273034,0.189048302510396,0.990615060311605,"M","IA","CA",0.007100917,3.49677114245932,4.66236152327909
"71",160,126,0.20326801,0.00291861,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",69.6454853509033,0.191510665339492,0.942158411151326,"M","IA","CA",0.012213288,5.18462487279904,6.91283316373205
"72",151,125,0.246416883,0.003652237,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",67.4701239267879,0.214232032416899,0.869388614159603,"M","IA","CA",0.007704415,3.10950576318021,4.14600768424028
"73",150,124,0.083176304,0.000302145,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",275.286051399163,0.061618715089456,0.740820547754274,"J","J","J",0.000534395,2.7686706713664,3.6915608951552
"74",149,119,0.113530991,0.000883491,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",128.502713666579,0.10536733526312,0.928093151790777,"J","J","J",0.001395599,2.57964144513074,3.43952192684098
"75",148,117,0.080180538,0.000337482,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",237.584635625011,0.0651223762440773,0.812196798231477,"J","J","J",0.001277457,4.78525965829289,6.38034621105718
"76",146,115,0.15129382,0.00129308,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",117.002675781854,0.127472830493465,0.842551470334113,"J","J","J",0.001872453,2.44805657809262,3.26407543745682
"77",135,114,0.245056221,0.004320137,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",56.7241781915712,0.232998803960033,0.95079734360236,"M","IA","CA",0.001622138,1.37548299972894,1.83397733297193
"78",133,113,0.100375844,0.000661037,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",151.846029798635,0.0911418451195945,0.908005766004762,"J","J","J",0.001213412,2.83561888366309,3.78082517821746
"79",132,112,0.124803511,0.000892105,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",139.897782211735,0.105879752818577,0.848371588028294,"J","J","J",0.002190749,3.45570756805533,4.60761009074044
"80",131,111,0.093358814,0.000616557,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",151.41959948553,0.0880220640912121,0.942836142832878,"J","J","J",0.001508836,3.4471962851772,4.5962617135696
"81",127,110,0.137798454,0.001087118,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",126.755746846249,0.116880826868828,0.848201293091633,"J","J","J",0.001685973,2.55086476353073,3.40115301804097
"82",126,109,0.134164004,0.00127479,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",105.244004110481,0.126568098648431,0.943383432775537,"J","J","J",0.00209984,2.64720463762659,3.52960618350212
"83",92,108,0.257834811,0.004359931,"S",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",59.1373604307041,0.234069452938724,0.907827193817999,"M","IA","CA",-0.000647775,0.851425400998319,1.13523386799776
"84",86,106,0.262654005,0.003844742,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",68.3151184136673,0.219805488759022,0.836863267167854,"M","IA","CA",0.003119007,1.81123960983598,2.41498614644797
"85",83,105,0.105226413,0.000769223,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",136.795718536757,0.0983175533823396,0.934342914286545,"J","J","J",0.001449283,2.88408692927799,3.84544923903731
"86",79,104,0.072437795,0.000370362,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",195.586466754149,0.0682210096192902,0.941787496696859,"J","J","J",0.001269931,4.42889119294096,5.90518825725461
"87",77,103,0.34326769,0.007138082,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",48.0896254764235,0.299499221848215,0.872494646519789,"M","IA","CA",0.001089471,1.15262797485375,1.536837299805
"88",30,99,0.375782566,0.008076939,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",46.5253688309395,0.318587207689781,0.847796668911407,"M","IA","CA",0.000796277999999999,1.09858660564355,1.46478214085807
"89",24,98,0.235185112,0.002761682,"G",NA,"Y","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",85.1600988093488,0.186290953969871,0.792103515335916,"J","J","J",0.004484898,2.62397336116178,3.49863114821571
"90",137,95,0.384822725,0.006489205,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",59.3019830626402,0.285562173654972,0.742061617216011,"M","IA","IA",-0.004795084,0.261067572992377,0.34809009732317
"91",130,92,0.567202572,0.014958484,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",37.9184529662231,0.433559515837171,0.764382140067536,"L","CA","IA",-0.012850729,0.140906992981374,0.187875990641832
"92",93,91,0.527104884,0.019400053,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",27.1702806172746,0.493749183225867,0.936719044374984,"L","CA","CA",0.006469948,1.33350156311429,1.77800208415238
"93",76,88,0.368300903,0.006139534,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",59.9884132899989,0.277761875791943,0.754171042018714,"M","IA","IA",0.0018891,1.30769436247116,1.74359248329488
"94",78,85,0.202234949,0.002693732,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",75.0761207870716,0.183984876138662,0.909758066290819,"J","J","J",0.001438917,1.53417229330906,2.04556305774541
"95",81,84,0.206895443,0.002898808,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",71.3725928036628,0.190859884910028,0.922494387225476,"M","IA","CA",0.001837415,1.63385191430409,2.17846921907211
"96",80,83,0.136355357,0.001169675,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",116.575422232671,0.121237657303127,0.889130137388936,"J","J","J",0.002546133,3.17678671425823,4.23571561901098
"97",82,82,0.347008732,0.006705219,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",51.7520355412702,0.290276190901773,0.836509759361829,"M","IA","CA",0.002630844,1.39235765453746,1.85647687271661
"98",68,81,0.607029144,0.022651772,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",26.7983071699644,0.533526533570697,0.878914198509548,"L","CA","CA",0.001475504,1.06513856840869,1.42018475787825
"99",39,80,0.334920881,0.00374478,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",89.4367308626942,0.216929235810298,0.647702929607122,"M","IA","IA",0.00462807,2.23587233428933,2.98116311238577
"100",4,76,0.10587524,0.000713809,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",148.324327656278,0.0947100229218909,0.894543643271939,"J","J","J",0.000210342,1.29467546640628,1.72623395520837
"101",91,75,0.397228623,0.008387886,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",47.3574179477403,0.324661799642327,0.817317234569794,"M","IA","CA",0.007847993,1.93563419912955,2.58084559883941
"102",90,74,0.657087522,0.024019708,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",27.3561827645865,0.549400175442899,0.836114150776552,"L","CA","CA",0.001687725,1.07026417640048,1.42701890186731
"103",40,69,0.316312255,0.004784745,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",66.1084874951539,0.24520782810751,0.775208118659549,"M","IA","IA",0.001814586,1.37924403494857,1.83899204659809
"104",70,65,0.707119922,0.02061722,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",34.2975397265005,0.50900258109147,0.719824976295138,"L","CA","IA",-0.013204893,0.359521167257273,0.479361556343031
"105",60,64,0.263540626,0.003775448,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",69.8038023567005,0.217815699166155,0.826497616220109,"M","IA","CA",0.001918858,1.50824643856835,2.01099525142447
"106",36,63,0.183326975,0.001616153,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",113.434170527172,0.142510271796486,0.777355715363145,"J","J","J",0.000672235,1.41594762377077,1.88793016502769
"107",33,62,0.371217841,0.007359877,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",50.4380495761003,0.304116658632996,0.819240416392044,"M","IA","CA",0.001538695,1.20906531454262,1.61208708605683
"108",52,55,0.327596325,0.006237356,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",52.5216654300316,0.279965939267077,0.854606471141205,"M","IA","CA",0.004968141,1.79651393956029,2.39535191941372
"109",55,54,0.424338758,0.009184202,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",46.2031168304007,0.339723543678001,0.800595131303092,"M","IA","CA",-0.001410526,0.846418229912626,1.1285576398835
"110",57,47,0.216274668,0.002919883,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",74.0696349819496,0.191552426057638,0.885690533380627,"M","IA","CA",0.001382766,1.47356897519524,1.96475863359365
"111",59,45,0.533930067,0.017317838,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",30.831219636077,0.46650012920409,0.873710169245985,"L","CA","CA",0.003755378,1.21685027888585,1.62246703851447
"112",65,44,0.301480259,0.005577391,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",54.0539938835201,0.264740556710133,0.878135628476203,"M","IA","CA",0.003505274,1.62847915808664,2.17130554411552
"113",23,42,0.371824115,0.003449469,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",107.791696345148,0.208200158205374,0.5599425906127,"M","IA","IA",0.004661612,2.35139988212678,3.13519984283571
"114",58,38,0.403036342,0.009567425,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",42.1258951076178,0.346738818673487,0.860316508811225,"M","CA","CA",0.003240959,1.33874935000797,1.78499913334396
"115",25,35,0.355229663,0.005317994,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",66.7976802907261,0.258510896344696,0.727728912505532,"M","IA","IA",0.000569162999999999,1.10702588231578,1.47603450975437
"116",169,34,0.716560491,0.018961588,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",37.7901097207681,0.488137626335837,0.681223193947819,"L","CA","IA",0.00287985,1.15187810219271,1.53583746959028
"117",22,32,0.370252516,0.004133806,"G",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",89.5669791954436,0.227918709727529,0.615576396859729,"M","IA","IA",0.001776459,1.42973932497074,1.90631909996099
"118",19,31,0.208717689,0.002481749,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"J",84.1010468826622,0.176597218850737,0.84610566405197,"J","J","J",-0.001776789,0.284057735089246,0.378743646785661
"119",9,29,0.930910038,0.020956052,"S",NA,"N","PA","OL","M1",2022,3,"3/31/2022",10:55:00,2,"A",44.4220141274702,0.513168116747117,0.551254252075341,"L","IA","IA",-0.001408897,0.93276896812434,1.24369195749912
